store,brand,week,logmove,constant,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,deal,feat,profit,move,week_start
2,1,62,9.1286963829,1,0.06046875,0.0603125,0.04671875,0.04671875,0.03109375,0.0530208333,0.04796875,0.04203125,0.04359375,0.01546875,0.038203125,0,0.0,33.3866666666667,9216,1990-11-15
2,1,63,9.4059071555,1,0.04671875,0.0603125,0.04671875,0.03578125,0.03109375,0.0446875,0.04046875,0.04203125,0.04359375,0.02484375,0.038203125,1,0.0,19.73,12160,1990-11-22
2,1,64,9.4471501141,1,0.04671875,0.0561458333,0.04671875,0.03578125,0.04953125,0.0446875,0.04046875,0.03109375,0.04359375,0.03890625,0.038203125,1,0.0,22.0409090909091,12672,1990-11-29
2,1,65,8.7838558966,1,0.05609375,0.0561458333,0.04203125,0.0437023118,0.03109375,0.051275089100000004,0.03734375,0.03109375,0.04359375,0.04203125,0.031171875,0,0.0,35.353137254902,6528,1990-12-06
2,1,66,8.7232312748,1,0.05609375,0.0415625,0.04203125,0.04046875,0.03109375,0.0514708642,0.03734375,0.04203125,0.03109375,0.02171875,0.031171875,0,0.0,35.2175,6144,1990-12-13
2,1,67,9.9579757378,1,0.03734375,0.0415625,0.04984375,0.03109375,0.03109375,0.0446875,0.04046875,0.04203125,0.03109375,0.04203125,0.031171875,0,0.0,25.086666666666698,21120,1990-12-20
2,1,68,9.4267412424,1,0.03734375,0.0561458333,0.04984375,0.02640625,0.03109375,0.0446875,0.04046875,0.04203125,0.03109375,0.04203125,0.023359375,1,0.0,17.0700515463917,12416,1990-12-27
2,1,69,9.1560953571,1,0.05609375,0.0561458333,0.02953125,0.04046875,0.03109375,0.0446875,0.03109375,0.0390625,0.03109375,0.04203125,0.023359375,1,0.0,43.958513513513495,9472,1991-01-03
2,1,70,9.793672686499999,1,0.04046875,0.0561458333,0.04984375,0.04046875,0.04046875,0.0446875,0.04046875,0.0390625,0.03890625,0.01546875,0.035078125,1,0.0,35.01714285714289,17920,1991-01-10
2,1,71,9.1493156701,1,0.04046875,0.0561458333,0.04984375,0.02640625,0.04046875,0.0415625,0.04046875,0.04203125,0.03109375,0.04203125,0.027265625,1,0.0,31.038367346938802,9408,1991-01-17
2,1,72,8.743850562,1,0.05609375,0.0373958333,0.04984375,0.02640625,0.03109375,0.0415625,0.04046875,0.03578125,0.03109375,0.04203125,0.027265625,0,0.0,50.15571428571429,6272,1991-01-24
2,1,73,8.8410143105,1,0.05609375,0.0373958333,0.04984375,0.04046875,0.04046875,0.0415625,0.04046875,0.03578125,0.03109375,0.02328125,0.027265625,0,0.0,48.5988888888889,6912,1991-01-31
2,1,74,9.7272275871,1,0.03890625,0.0373958333,0.04203125,0.04046875,0.03890625,0.043125,0.04046875,0.04203125,0.03109375,0.02328125,0.035078125,1,0.0,31.65,16768,1991-02-07
2,1,75,8.743850562,1,0.05609375,0.0561458333,0.04203125,0.02328125,0.03890625,0.043125,0.04046875,0.04203125,0.03109375,0.04203125,0.027265625,0,0.0,51.3189795918367,6272,1991-02-14
2,1,76,8.979164649,1,0.05609375,0.0561458333,0.04984375,0.02328125,0.03890625,0.043125,0.03109375,0.03421875,0.03109375,0.04203125,0.027265625,0,0.0,51.020564516129,7936,1991-02-21
2,1,77,8.7232312748,1,0.05609375,0.0561458333,0.04984375,0.04046875,0.03109375,0.0415625,0.04046875,0.03421875,0.03890625,0.01703125,0.035078125,0,0.0,51.144375,6144,1991-02-28
2,1,78,8.979164649,1,0.05609375,0.0561458333,0.04984375,0.04046875,0.04046875,0.0446875,0.04046875,0.04203125,0.02796875,0.01703125,0.035078125,1,0.0,49.0708064516129,7936,1991-03-07
2,1,79,8.9629041281,1,0.05609375,0.0519791667,0.04984375,0.02328125,0.04046875,0.0415625,0.04046875,0.03734375,0.03421875,0.04203125,0.027265625,0,0.0,46.4314754098361,7808,1991-03-14
2,1,80,8.712759975,1,0.05609375,0.0519791667,0.04984375,0.04046875,0.02640625,0.0415625,0.03890625,0.03734375,0.03421875,0.04203125,0.027265625,1,0.0,48.2253684210526,6080,1991-03-21
2,1,81,10.649606618,1,0.02640625,0.0519791667,0.04984375,0.04046875,0.02640625,0.0415625,0.03890625,0.03734375,0.03421875,0.02484375,0.035078125,1,1.0,4.24748103186646,42176,1991-03-28
2,1,82,8.5026885052,1,0.05609375,0.0519791667,0.02453125,0.0371875,0.04046875,0.0446875,0.03890625,0.03734375,0.03890625,0.02484375,0.035078125,0,0.0,49.474415584415596,4928,1991-04-04
2,1,83,10.292281126,1,0.03109375,0.0519791667,0.04984375,0.0371875,0.03265625,0.04125,0.0396875,0.01765625,0.02796875,0.02484375,0.030390625,1,1.0,14.652754880694099,29504,1991-04-11
2,1,84,9.2087390906,1,0.05609375,0.0446875,0.04984375,0.0371875,0.03265625,0.0396875,0.0396875,0.03734375,0.02796875,0.01546875,0.030390625,0,0.0,51.400384615384596,9984,1991-04-18
2,1,85,10.468801362,1,0.03109375,0.0519791667,0.04984375,0.0371875,0.03265625,0.0396875,0.0396875,0.03734375,0.02796875,0.04203125,0.030390625,1,1.0,2.71809090909091,35200,1991-04-25
2,1,86,10.083138881,1,0.03109375,0.0519791667,0.04046875,0.0371875,0.03265625,0.0396875,0.0396875,0.02328125,0.02796875,0.04203125,0.023359375,1,0.0,1.585,23936,1991-05-02
2,1,87,8.8684132847,1,0.05609375,0.0519791667,0.04046875,0.04046875,0.02171875,0.0396875,0.04046875,0.02328125,0.03890625,0.04203125,0.030390625,0,0.0,45.429639639639596,7104,1991-05-09
2,1,88,10.106918073,1,0.03578125,0.0519791667,0.04046875,0.04046875,0.03734375,0.04125,0.04046875,0.02328125,0.02640625,0.04203125,0.030390625,1,1.0,15.2573368146214,24512,1991-05-16
2,1,89,8.7540029335,1,0.05609375,0.0415625,0.04984375,0.03890625,0.03734375,0.04125,0.03734375,0.02328125,0.02640625,0.02484375,0.030390625,0,0.0,45.623535353535395,6336,1991-05-23
2,1,90,8.712759975,1,0.05609375,0.0415625,0.04984375,0.03890625,0.03734375,0.04125,0.01765625,0.02328125,0.02640625,0.02484375,0.030390625,1,0.0,45.56778947368421,6080,1991-05-30
2,1,91,10.420374768,1,0.03109375,0.0519791667,0.04828125,0.03890625,0.03734375,0.04125,0.03734375,0.03734375,0.03890625,0.04203125,0.030390625,1,0.0,1.6686832061068702,33536,1991-06-06
2,1,92,9.491601876599999,1,0.03109375,0.0519791667,0.04828125,0.0290625,0.02796875,0.04125,0.02796875,0.02796875,0.0290625,0.02328125,0.030390625,1,0.0,3.2808695652173903,13248,1991-06-13
2,1,93,8.7335940619,1,0.05609375,0.0519791667,0.04671875,0.03890625,0.03734375,0.0373958333,0.03734375,0.03734375,0.02015625,0.02015625,0.030390625,1,0.0,42.7716494845361,6208,1991-06-20
2,1,94,9.2708708717,1,0.05609375,0.0467708333,0.04828125,0.03890625,0.02640625,0.0373958333,0.03734375,0.03734375,0.03890625,0.03109375,0.030390625,1,0.0,42.7621686746988,10624,1991-06-27
2,1,95,10.707102186,1,0.03109375,0.0467708333,0.04828125,0.03890625,0.02640625,0.0373958333,0.03734375,0.03734375,0.03890625,0.03109375,0.030390625,1,0.0,13.57,44672,1991-07-04
2,1,97,9.9082760693,1,0.03109375,0.0394791667,0.03109375,0.03890625,0.03734375,0.04125,0.03109375,0.03421875,0.03890625,0.02484375,0.023359375,1,0.0,7.95894904458599,20096,1991-07-18
2,1,98,9.1217277136,1,0.05609375,0.0394791667,0.046364419299999994,0.03109375,0.03734375,0.04125,0.03109375,0.03140625,0.03890625,0.03109375,0.023359375,1,0.4405594406,40.95,9152,1991-07-25
2,1,99,9.9966135305,1,0.03421875,0.0519791667,0.03734375,0.03890625,0.03734375,0.04125,0.03109375,0.03140625,0.03890625,0.01546875,0.030390625,1,0.0,3.2,21952,1991-08-01
2,1,100,9.515469357999999,1,0.03421875,0.0519791667,0.03734375,0.03890625,0.03734375,0.04125,0.03109375,0.03421875,0.02953125,0.01546875,0.030390625,1,0.0,3.2,13568,1991-08-08
2,1,103,8.3332703533,1,0.05609375,0.0457291667,0.04484375,0.03109375,0.03734375,0.04125,0.03734375,0.03125,0.03890625,0.02171875,0.025703125,0,0.0,39.77892307692311,4160,1991-08-29
2,1,104,10.582130047,1,0.03109375,0.0457291667,0.04484375,0.03890625,0.03734375,0.04125,0.03734375,0.03125,0.03109375,0.02171875,0.025703125,1,1.0,6.0182792207792195,39424,1991-09-05
2,1,105,8.6362198978,1,0.05609375,0.0519791667,0.04484375,0.03109375,0.03109375,0.04125,0.03734375,0.03421875,0.03109375,0.02171875,0.025703125,0,0.0,41.079545454545496,5632,1991-09-12
2,1,106,9.1076429737,1,0.0418862242,0.0519791667,0.04484375,0.02640625,0.030478446,0.04125,0.0332139157,0.03421875,0.03109375,0.02484375,0.02921875,1,1.0,21.038226950354602,9024,1991-09-19
2,1,107,8.7021778656,1,0.0537006579,0.0519791667,0.04484375,0.027253507799999997,0.028620194900000003,0.0382607616,0.03109375,0.03296875,0.03171875,0.02484375,0.030390625,0,0.0,38.3670212765957,6016,1991-09-26
2,1,108,8.954673629,1,0.0490625,0.0519791667,0.03109375,0.037557896,0.02796875,0.0363541667,0.032324589,0.03140625,0.0384375,0.024375,0.030390625,0,0.0,32.48,7744,1991-10-03
2,1,109,8.8223221775,1,0.04796875,0.0519791667,0.04484375,0.035625,0.0298354656,0.0396413775,0.03734375,0.03234375,0.03734375,0.02328125,0.030390625,1,0.0,30.94,6784,1991-10-10
2,1,110,8.8223221775,1,0.04796875,0.050082869599999996,0.04484375,0.035625,0.02640625,0.0373958333,0.034196232400000005,0.03265625,0.03734375,0.02578125,0.026875,1,0.0,31.378679245283,6784,1991-10-17
2,1,111,8.743850562,1,0.04796875,0.0478125,0.04046875,0.035625,0.03734375,0.0373958333,0.03109375,0.03109375,0.033125,0.03109375,0.023359375,1,0.0,31.292040816326498,6272,1991-10-24
2,1,112,8.5777236912,1,0.04796875,0.049314205199999996,0.04484375,0.035625,0.02328125,0.0373958333,0.0320348528,0.0315625,0.03109375,0.02859375,0.025,1,0.0,31.0773493975904,5312,1991-10-31
2,1,113,9.1286963829,1,0.0486600617,0.0519791667,0.04484375,0.03078125,0.03734375,0.0373958333,0.0342429116,0.03421875,0.03453125,0.02640625,0.030390625,1,0.0,32.966875,9216,1991-11-07
2,1,114,8.895081531799999,1,0.04984375,0.0519791667,0.04484375,0.0311452018,0.0334543334,0.038724392999999996,0.03109375,0.03359375,0.03109375,0.0275,0.03109375,0,0.0,40.393333333333295,7296,1991-11-14
2,1,115,10.44114983,1,0.03109375,0.0519791667,0.04484375,0.032840967,0.03109375,0.04125,0.03109375,0.03265625,0.02265625,0.03109375,0.025703125,1,1.0,12.751121495327101,34240,1991-11-21
2,1,116,8.8773819547,1,0.0412396327,0.0519791667,0.04484375,0.03109375,0.03109375,0.0400816763,0.03109375,0.03328125,0.02390625,0.0234375,0.031484375,1,0.0,36.4557142857143,7168,1991-11-28
2,1,117,8.712759975,1,0.04984375,0.0415625,0.04484375,0.03109375,0.0322453028,0.0373958333,0.0303345091,0.0328125,0.0271875,0.02484375,0.032421875,0,0.0,47.4874736842105,6080,1991-12-05
2,1,118,8.540909718,1,0.04984375,0.044791666699999996,0.04484375,0.0284375,0.03734375,0.037644299,0.030402542400000003,0.03109375,0.03109375,0.02484375,0.02828125,0,0.0,47.488125,5120,1991-12-12
2,1,119,9.0264175338,1,0.0428269055,0.0519791667,0.04484375,0.02640625,0.034702765499999996,0.0384375,0.024194824,0.03109375,0.03109375,0.02515625,0.023359375,0,0.0,38.882,8320,1991-12-19
2,1,120,9.7829005895,1,0.03734375,0.0519791667,0.04484375,0.0278125,0.03109375,0.0384375,0.03734375,0.03109375,0.03109375,0.02640625,0.023359375,1,0.0,29.912707581227398,17728,1991-12-26
2,1,121,9.4818930625,1,0.03671875,0.0519791667,0.041829922,0.0246901373,0.03109375,0.039131312200000004,0.0382893453,0.03109375,0.02796875,0.02640625,0.025234375,1,0.0,28.2312195121951,13120,1992-01-02
2,1,122,9.4818930625,1,0.03578125,0.0519791667,0.03890625,0.02328125,0.033065689700000005,0.04,0.04078125,0.031875,0.02796875,0.0275,0.032421875,1,0.0,23.913658536585398,13120,1992-01-09
2,1,123,9.1893210048,1,0.0379191978,0.0519791667,0.0418935385,0.0255537454,0.03890625,0.04,0.0358976716,0.0359375,0.03734375,0.0284375,0.032421875,1,0.0,25.787254901960804,9792,1992-01-16
2,1,124,8.1662162686,1,0.04984375,0.0415625,0.05203125,0.03890625,0.03890625,0.0402083333,0.03109375,0.03765625,0.03734375,0.02296875,0.032421875,0,0.0,43.5852727272727,3520,1992-01-23
2,1,125,8.613230379600001,1,0.04984375,0.0415625,0.05078125,0.02788609,0.0407685576,0.039684468199999996,0.0326097954,0.03265625,0.03734375,0.02015625,0.030859375,0,0.0,43.5818604651163,5504,1992-01-30
2,1,126,8.8128434335,1,0.04984375,0.0450308915,0.05078125,0.02328125,0.0353794429,0.0384375,0.04078125,0.03453125,0.03734375,0.02171875,0.028828125,0,0.0,45.8190476190476,6720,1992-02-06
2,1,127,9.9146252969,1,0.03109375,0.0519791667,0.05109375,0.0256276381,0.03109375,0.0384375,0.04109375,0.03890625,0.01546875,0.0284375,0.028828125,1,1.0,19.7055063291139,20224,1992-02-13
2,1,128,8.5283309358,1,0.04984375,0.0519791667,0.05234375,0.03890625,0.03109375,0.0391666667,0.0373754223,0.03890625,0.03734375,0.02640625,0.02984375,0,0.0,49.9091139240506,5056,1992-02-20
2,1,129,10.68244539,1,0.03109375,0.0519791667,0.05234375,0.03890625,0.032909702,0.043654783200000005,0.03109375,0.038125,0.02796875,0.0240625,0.032421875,1,1.0,19.7062261380323,43584,1992-02-27
2,1,130,10.155335172000001,1,0.02796875,0.0519791667,0.05234375,0.03890625,0.0367111637,0.0509375,0.0331279481,0.03640625,0.025625,0.02171875,0.032421875,1,0.0,10.744328358209,25728,1992-03-05
2,1,131,10.367473109,1,0.02796875,0.0519791667,0.0481187129,0.0405469819,0.03109375,0.0474374898,0.036541951,0.03890625,0.02484375,0.0225,0.025703125,1,0.0,6.642816901408451,31808,1992-03-12
2,1,132,9.9396265992,1,0.0298935992,0.0519791667,0.04359375,0.0353557528,0.0327658021,0.0457291667,0.03109375,0.03890625,0.0259375,0.02484375,0.02625,1,0.0,10.805617283950602,20736,1992-03-19
2,1,133,9.6269432245,1,0.043891558899999995,0.0519791667,0.0465230617,0.03109375,0.0356695259,0.0472777852,0.0338625446,0.03765625,0.02015625,0.025,0.029609375,0,0.0,24.487046413502103,15168,1992-03-26
2,1,134,10.243382496,1,0.0390625,0.049523383399999996,0.048740023,0.0328551677,0.0297107813,0.0509375,0.04203125,0.03578125,0.02203125,0.03109375,0.029609375,1,1.0,15.2,28096,1992-04-02
2,1,135,9.4267412424,1,0.0403811138,0.0457291667,0.046936801900000005,0.0478125,0.0330475339,0.0509375,0.035365505400000004,0.03578125,0.02640625,0.023125,0.023359375,1,0.0,17.9157731958763,12416,1992-04-09
2,2,40,8.7387354614,1,0.06046875,0.060496528099999995,0.04203125,0.02953125,0.04953125,0.0530208333,0.03890625,0.04140625,0.02890625,0.02484375,0.038984375,0,0.0,29.7804615384615,6240,1990-06-14
2,2,46,8.8684132847,1,0.06046875,0.0603125,0.04515625,0.04671875,0.04953125,0.0478125,0.04578125,0.02796875,0.04296875,0.04203125,0.038984375,0,0.0,29.57,7104,1990-07-26
2,2,47,8.7690408109,1,0.06046875,0.0603125,0.04515625,0.04671875,0.03734375,0.0530208333,0.04578125,0.04140625,0.048125,0.03265625,0.038984375,0,0.0,29.57,6432,1990-08-02
2,2,48,8.5896998822,1,0.06046875,0.0603125,0.04984375,0.03734375,0.04953125,0.0530208333,0.04578125,0.04140625,0.04234375,0.03265625,0.038984375,0,0.0,29.57,5376,1990-08-09
2,2,50,8.881836305,1,0.06046875,0.0603125,0.04359375,0.03109375,0.04953125,0.0530208333,0.046647870099999995,0.04140625,0.04234375,0.03265625,0.038203125,1,1.0,38.7192,7200,1990-08-23
2,2,51,8.7232312748,1,0.06046875,0.0603125,0.04359375,0.04671875,0.04953125,0.0530208333,0.046456425700000005,0.03578125,0.04234375,0.02953125,0.038203125,1,0.0,37.2059375,6144,1990-08-30
2,2,52,8.6073994593,1,0.05140625,0.0603125,0.04359375,0.04671875,0.04953125,0.0530208333,0.04796875,0.03578125,0.03109375,0.02953125,0.038984375,1,0.0,41.26,5472,1990-09-06
2,2,53,8.4961738242,1,0.05140625,0.0603125,0.04984375,0.04671875,0.03421875,0.0530208333,0.04796875,0.03578125,0.03109375,0.02953125,0.038984375,0,0.0,32.616666666666696,4896,1990-09-13
2,2,54,8.4763711969,1,0.05140625,0.0603125,0.04984375,0.03734375,0.04953125,0.0530208333,0.04796875,0.03828125,0.048125,0.02796875,0.035078125,0,0.0,30.3316,4800,1990-09-20
2,2,57,8.7232312748,1,0.05140625,0.0603125,0.04828125,0.04671875,0.03109375,0.0530208333,0.03109375,0.04140625,0.04234375,0.04203125,0.038984375,0,0.0,29.6203125,6144,1990-10-11
2,2,58,9.5201752491,1,0.055625,0.0478125,0.04671875,0.04671875,0.0465736916,0.0530208333,0.04796875,0.04203125,0.03109375,0.019375,0.038984375,1,1.0,16.7959154929577,13632,1990-10-18
2,2,59,8.0300840943,1,0.055625,0.0603125,0.04671875,0.03109375,0.04953125,0.0530208333,0.04796875,0.03890625,0.03109375,0.02484375,0.038984375,0,0.0,34.085,3072,1990-10-25
2,2,60,8.5896998822,1,0.055625,0.0603125,0.04671875,0.04671875,0.03109375,0.0467708333,0.04796875,0.03890625,0.03109375,0.02484375,0.038984375,0,0.0,34.210357142857106,5376,1990-11-01
2,2,61,8.534640105,1,0.055625,0.0603125,0.04671875,0.03109375,0.04953125,0.0467708333,0.04796875,0.04203125,0.048125,0.02015625,0.038203125,0,0.0,34.2601886792453,5088,1990-11-08
2,2,62,8.9210570182,1,0.06046875,0.0603125,0.04671875,0.04671875,0.03109375,0.0530208333,0.04796875,0.04203125,0.04359375,0.01546875,0.038203125,0,0.0,31.545384615384602,7488,1990-11-15
2,2,63,8.7074829179,1,0.04671875,0.0603125,0.04671875,0.03578125,0.03109375,0.0446875,0.04046875,0.04203125,0.04359375,0.02484375,0.038203125,0,0.0,33.2307936507937,6048,1990-11-22
2,2,64,8.553332238,1,0.04671875,0.0561458333,0.04671875,0.03578125,0.04953125,0.0446875,0.04046875,0.03109375,0.04359375,0.03890625,0.038203125,0,0.0,46.256111111111096,5184,1990-11-29
2,2,65,8.6914825765,1,0.05609375,0.0561458333,0.04203125,0.0437023118,0.03109375,0.051275089100000004,0.03734375,0.03109375,0.04359375,0.04203125,0.031171875,0,0.0,42.6996774193548,5952,1990-12-06
2,2,66,9.6142041987,1,0.05609375,0.0415625,0.04203125,0.04046875,0.03109375,0.0514708642,0.03734375,0.04203125,0.03109375,0.02171875,0.031171875,1,0.0,15.4664102564103,14976,1990-12-13
2,2,67,9.0969476846,1,0.03734375,0.0415625,0.04984375,0.03109375,0.03109375,0.0446875,0.04046875,0.04203125,0.03109375,0.04203125,0.031171875,1,0.0,14.1793548387097,8928,1990-12-20
2,2,68,8.7232312748,1,0.03734375,0.0561458333,0.04984375,0.02640625,0.03109375,0.0446875,0.04046875,0.04203125,0.03109375,0.04203125,0.023359375,0,0.0,38.5265625,6144,1990-12-27
2,2,69,8.9210570182,1,0.05609375,0.0561458333,0.02953125,0.04046875,0.03109375,0.0446875,0.03109375,0.0390625,0.03109375,0.04203125,0.023359375,0,0.0,36.104358974359,7488,1991-01-03
2,2,70,8.6914825765,1,0.04046875,0.0561458333,0.04984375,0.04046875,0.04046875,0.0446875,0.04046875,0.0390625,0.03890625,0.01546875,0.035078125,0,0.0,31.020645161290304,5952,1991-01-10
2,2,71,9.0186954877,1,0.04046875,0.0561458333,0.04984375,0.02640625,0.04046875,0.0415625,0.04046875,0.04203125,0.03109375,0.04203125,0.027265625,0,0.0,30.518488372093,8256,1991-01-17
2,2,72,9.740497924,1,0.05609375,0.0373958333,0.04984375,0.02640625,0.03109375,0.0415625,0.04046875,0.03578125,0.03109375,0.04203125,0.027265625,1,1.0,12.8557627118644,16992,1991-01-24
2,2,73,9.3518399342,1,0.05609375,0.0373958333,0.04984375,0.04046875,0.04046875,0.0415625,0.04046875,0.03578125,0.03109375,0.02328125,0.027265625,1,0.0,12.141916666666699,11520,1991-01-31
2,2,74,9.0861367685,1,0.03890625,0.0373958333,0.04203125,0.04046875,0.03890625,0.043125,0.04046875,0.04203125,0.03109375,0.02328125,0.035078125,1,0.0,11.5019565217391,8832,1991-02-07
2,2,75,8.7984546961,1,0.05609375,0.0561458333,0.04203125,0.02328125,0.03890625,0.043125,0.04046875,0.04203125,0.03109375,0.04203125,0.027265625,0,0.0,44.4795652173913,6624,1991-02-14
2,2,76,8.6418856354,1,0.05609375,0.0561458333,0.04984375,0.02328125,0.03890625,0.043125,0.03109375,0.03421875,0.03109375,0.04203125,0.027265625,0,0.0,38.1422033898305,5664,1991-02-21
2,2,77,8.7232312748,1,0.05609375,0.0561458333,0.04984375,0.04046875,0.03109375,0.0415625,0.04046875,0.03421875,0.03890625,0.01703125,0.035078125,0,0.0,36.55,6144,1991-02-28
2,2,78,8.9587973461,1,0.05609375,0.0561458333,0.04984375,0.04046875,0.04046875,0.0446875,0.04046875,0.04203125,0.02796875,0.01703125,0.035078125,0,0.0,35.6714814814815,7776,1991-03-07
2,2,79,8.9463748261,1,0.05609375,0.0519791667,0.04984375,0.02328125,0.04046875,0.0415625,0.04046875,0.03734375,0.03421875,0.04203125,0.027265625,0,0.0,29.9075,7680,1991-03-14
2,2,80,8.9210570182,1,0.05609375,0.0519791667,0.04984375,0.04046875,0.02640625,0.0415625,0.03890625,0.03734375,0.03421875,0.04203125,0.027265625,0,0.0,29.7128205128205,7488,1991-03-21
2,2,81,8.7690408109,1,0.02640625,0.0519791667,0.04984375,0.04046875,0.02640625,0.0415625,0.03890625,0.03734375,0.03421875,0.02484375,0.035078125,0,0.0,33.792686567164196,6432,1991-03-28
2,2,82,8.7074829179,1,0.05609375,0.0519791667,0.02453125,0.0371875,0.04046875,0.0446875,0.03890625,0.03734375,0.03890625,0.02484375,0.035078125,0,0.0,34.7849206349206,6048,1991-04-04
2,2,83,8.9081536133,1,0.03109375,0.0519791667,0.04984375,0.0371875,0.03265625,0.04125,0.0396875,0.01765625,0.02796875,0.02484375,0.030390625,0,0.0,35.057272727272704,7392,1991-04-11
2,2,84,9.454697319700001,1,0.05609375,0.0446875,0.04984375,0.0371875,0.03265625,0.0396875,0.0396875,0.03734375,0.02796875,0.01546875,0.030390625,1,0.9728571429,24.4185714285714,12768,1991-04-18
2,2,85,8.6914825765,1,0.03109375,0.0519791667,0.04984375,0.0371875,0.03265625,0.0396875,0.0396875,0.03734375,0.02796875,0.04203125,0.030390625,0,0.0,33.0261290322581,5952,1991-04-25
2,2,86,8.8410143105,1,0.03109375,0.0519791667,0.04046875,0.0371875,0.03265625,0.0396875,0.0396875,0.02328125,0.02796875,0.04203125,0.023359375,0,0.0,33.0469444444444,6912,1991-05-02
2,2,87,8.7540029335,1,0.05609375,0.0519791667,0.04046875,0.04046875,0.02171875,0.0396875,0.04046875,0.02328125,0.03890625,0.04203125,0.030390625,0,0.0,33.0463636363636,6336,1991-05-09
2,2,88,9.006999448,1,0.03578125,0.0519791667,0.04046875,0.04046875,0.03734375,0.04125,0.04046875,0.02328125,0.02640625,0.04203125,0.030390625,0,0.0,32.0105882352941,8160,1991-05-16
2,2,89,9.4395455147,1,0.05609375,0.0415625,0.04984375,0.03890625,0.03734375,0.04125,0.03734375,0.02328125,0.02640625,0.02484375,0.030390625,1,0.0,28.8564122137405,12576,1991-05-23
2,2,90,9.3434716846,1,0.05609375,0.0415625,0.04984375,0.03890625,0.03734375,0.04125,0.01765625,0.02328125,0.02640625,0.02484375,0.030390625,1,0.0,24.535630252100802,11424,1991-05-30
2,2,91,8.8548076326,1,0.03109375,0.0519791667,0.04828125,0.03890625,0.03734375,0.04125,0.03734375,0.03734375,0.03890625,0.04203125,0.030390625,1,0.0,36.7765753424658,7008,1991-06-06
2,2,92,8.7984546961,1,0.03109375,0.0519791667,0.04828125,0.0290625,0.02796875,0.04125,0.02796875,0.02796875,0.0290625,0.02328125,0.030390625,1,0.0,33.999275362318805,6624,1991-06-13
2,2,93,8.9587973461,1,0.05609375,0.0519791667,0.04671875,0.03890625,0.03734375,0.0373958333,0.03734375,0.03734375,0.02015625,0.02015625,0.030390625,0,0.0,34.151728395061696,7776,1991-06-20
